date,team1,team1_score,team2,team2_score,Home_Team_ID,Away_Team_ID,HomeWin,month,FGA_avg1,FG_pct_avg1,FTA_avg1,FT_pct_avg1,TOV_avg1,TRB_avg1,ast_avg1,blk_avg1,fg3_pct_avg1,fg3a_avg1,score_avg1,stl_avg1,FGA_avg2,FG_pct_avg2,FTA_avg2,FT_pct_avg2,TOV_avg2,TRB_avg2,ast_avg2,blk_avg2,fg3_pct_avg2,fg3a_avg2,score_avg2,stl_avg2
2023-11-08,Toronto,127,Dallas,116,17,14,0,0,89.0,0.49833333333333335,19.666666666666668,0.7426666666666666,16.333333333333332,46.0,31.333333333333332,5.0,0.38266666666666665,38.0,117.33333333333333,7.666666666666667,85.0,0.47675,26.25,0.765,13.0,39.25,25.5,5.0,0.3825,43.0,117.25,7.75
2023-11-08,Golden State,105,Denver,108,8,19,1,0,91.0,0.46249999999999997,24.0,0.78225,14.0,40.5,30.0,4.0,0.372,38.25,116.75,8.0,91.25,0.4947500000000001,20.5,0.73575,13.0,47.0,31.0,6.25,0.361,34.5,117.75,8.25
2023-11-08,LA Lakers,94,Houston,128,29,23,1,0,85.0,0.498,23.666666666666668,0.8136666666666666,16.0,43.0,24.333333333333332,8.0,0.30633333333333335,29.333333333333332,112.66666666666667,7.333333333333333,82.0,0.519,23.333333333333332,0.7679999999999999,12.666666666666666,43.333333333333336,30.333333333333332,3.0,0.47100000000000003,34.666666666666664,119.0,7.333333333333333
2023-11-08,Utah,118,Indiana,134,1,21,1,0,88.25,0.46575,21.0,0.7715000000000001,20.25,47.25,28.5,6.0,0.38175,40.5,113.5,5.0,93.75,0.51025,18.75,0.73925,13.75,39.0,30.75,5.0,0.40850000000000003,37.75,125.25,6.75
2023-11-08,Miami,108,Memphis,102,12,25,0,0,86.33333333333333,0.49833333333333335,16.0,0.8366666666666668,17.333333333333332,42.333333333333336,29.0,3.3333333333333335,0.38233333333333336,34.0,111.33333333333333,10.0,93.66666666666667,0.45366666666666666,19.333333333333332,0.7216666666666667,16.0,46.333333333333336,27.0,8.0,0.317,40.333333333333336,111.33333333333333,8.666666666666666
2023-11-08,Detroit,118,Milwaukee,120,11,13,1,0,87.75,0.46225,18.0,0.8815000000000002,16.0,39.5,25.5,4.25,0.37549999999999994,30.0,108.0,7.75,84.66666666666667,0.45566666666666666,30.0,0.7753333333333333,12.0,39.333333333333336,23.0,5.0,0.4093333333333333,40.333333333333336,116.66666666666667,7.0
2023-11-08,New Orleans,101,Minnesota,122,28,10,1,0,89.0,0.46399999999999997,25.0,0.8014999999999999,11.0,41.75,24.5,5.25,0.35975,33.75,114.0,7.0,83.0,0.5106666666666667,27.666666666666668,0.7523333333333332,15.333333333333334,45.0,23.666666666666668,7.0,0.369,27.333333333333332,115.66666666666667,8.666666666666666
2023-11-08,San Antonio,105,New York,126,18,15,1,0,96.0,0.48200000000000004,18.666666666666668,0.8196666666666665,12.0,41.0,31.0,5.666666666666667,0.36899999999999994,31.666666666666668,119.66666666666667,7.0,92.0,0.4033333333333333,24.333333333333332,0.7903333333333333,14.0,51.333333333333336,21.333333333333332,1.6666666666666667,0.27,33.333333333333336,101.66666666666667,9.666666666666666
2023-11-08,Cleveland,120,Oklahoma City,128,27,9,1,0,80.33333333333333,0.48333333333333334,24.333333333333332,0.8453333333333334,16.333333333333332,45.0,25.0,5.333333333333333,0.3193333333333333,32.333333333333336,108.66666666666667,8.333333333333334,88.33333333333333,0.5043333333333333,26.0,0.8923333333333335,15.333333333333334,43.333333333333336,25.333333333333332,4.333333333333333,0.37433333333333335,32.666666666666664,123.66666666666667,5.333333333333333
2023-11-08,Boston,103,Philadelphia,106,26,20,1,0,92.33333333333333,0.4789999999999999,29.666666666666668,0.8603333333333333,12.666666666666666,50.666666666666664,23.0,3.3333333333333335,0.3953333333333333,39.666666666666664,129.33333333333334,7.333333333333333,91.0,0.49833333333333335,26.333333333333332,0.854,15.333333333333334,47.333333333333336,27.333333333333332,5.333333333333333,0.3713333333333333,28.666666666666668,124.0,9.666666666666666
