date,team1,team1_score,team2,team2_score,team1_FGA,team1_FG_pct,team1_FTA,team1_FT_pct,team1_TRB,team1_fg3a,team1_fg3_pct,team1_TOV,team1_stl,team1_blk,team1_ast,team2_FGA,team2_FG_pct,team2_FTA,team2_FT_pct,team2_TRB,team2_fg3a,team2_fg3_pct,team2_TOV,team2_stl,team2_blk,team2_ast,Home_Team_ID,Away_Team_ID,HomeWin,month
2023-11-21,Portland,107,Phoenix,120,87,0.437,20,0.85,30,31,0.452,13,8,3,20,76,0.566,28,0.964,38,17,0.412,13,8,8,26,24,3,1,0
2023-11-22,Brooklyn,145,Atlanta,147,113,0.487,24,0.833,59,35,0.429,16,8,6,28,116,0.44,29,0.931,58,49,0.367,14,10,8,24,22,7,1,0
2023-11-22,Milwaukee,116,Boston,119,101,0.446,17,0.765,47,34,0.382,9,9,2,23,84,0.524,17,0.824,43,42,0.405,15,3,5,27,20,11,1,0
2023-11-22,Washington,114,Charlotte,117,97,0.454,18,0.833,47,32,0.344,10,7,3,26,91,0.473,21,0.714,49,37,0.432,12,6,4,27,5,0,1,0
2023-11-22,Miami,129,Cleveland,96,88,0.523,21,0.81,41,35,0.571,10,11,7,30,77,0.468,14,0.714,34,30,0.467,19,5,6,25,9,25,0,0
2023-11-22,Memphis,91,Houston,111,82,0.329,35,0.857,46,32,0.219,9,3,7,17,92,0.435,20,0.85,49,43,0.326,6,6,6,22,29,12,1,0
2023-11-22,Toronto,132,Indiana,131,90,0.533,30,0.833,46,27,0.407,17,7,3,26,91,0.549,16,0.813,31,39,0.462,14,10,6,33,1,14,0,0
2023-11-22,Dallas,104,LA Lakers,101,96,0.396,16,0.75,48,50,0.32,4,5,4,21,84,0.464,19,0.632,51,29,0.379,11,1,2,26,23,17,0,0
2023-11-22,Philadelphia,99,Minnesota,112,87,0.391,30,0.8,48,32,0.219,14,9,12,21,89,0.483,24,0.667,48,26,0.385,12,10,8,28,28,26,1,0
2023-11-22,Sacramento,112,New Orleans,117,76,0.447,35,0.829,38,44,0.341,15,3,1,22,87,0.471,37,0.757,48,30,0.233,10,10,2,23,10,4,1,0
2023-11-22,Chicago,102,Oklahoma City,116,88,0.386,17,1.0,38,44,0.386,10,7,2,22,75,0.493,38,0.816,45,29,0.379,12,4,12,24,27,2,1,0
2023-11-22,Denver,119,Orlando,124,93,0.473,21,0.762,42,35,0.429,10,6,2,29,81,0.543,30,0.867,41,29,0.345,12,9,7,27,16,8,1,0
2023-11-22,Golden State,115,Phoenix,123,90,0.478,29,0.655,43,32,0.313,15,10,3,29,76,0.447,52,0.846,43,28,0.393,15,9,8,22,24,19,1,0
2023-11-22,Utah,105,Portland,121,79,0.468,26,0.808,44,31,0.323,21,7,3,25,92,0.511,15,0.667,37,39,0.436,13,9,6,31,3,21,1,0
2023-11-22,LA Clippers,109,San Antonio,102,85,0.459,29,0.759,50,28,0.321,16,10,3,29,91,0.385,23,0.913,44,38,0.289,13,8,6,26,15,6,0,0
2023-11-24,San Antonio,112,Golden State,118,100,0.45,12,0.833,46,47,0.255,19,10,3,28,81,0.494,24,0.792,41,42,0.452,24,7,2,35,19,15,1,0
2023-11-24,Denver,86,Houston,105,94,0.34,21,0.714,46,30,0.233,15,8,4,17,82,0.488,15,0.867,49,29,0.414,14,9,9,25,29,8,1,0
2023-11-24,Detroit,113,Indiana,136,90,0.478,24,0.833,43,18,0.389,14,6,11,22,102,0.48,24,0.917,40,38,0.421,8,7,8,24,1,13,1,0
2023-11-24,New Orleans,116,LA Clippers,106,88,0.489,27,0.741,50,24,0.417,15,6,5,26,92,0.457,17,0.647,39,37,0.297,11,11,8,27,6,10,0,0
2023-11-24,Phoenix,110,Memphis,89,76,0.513,28,0.75,41,31,0.355,12,10,6,22,80,0.463,10,0.6,35,33,0.273,13,6,2,22,12,24,0,0
2023-11-24,Washington,128,Milwaukee,131,100,0.48,21,0.81,46,37,0.405,8,3,4,29,92,0.522,33,0.788,50,31,0.29,9,6,6,28,11,0,1,0
2023-11-24,Sacramento,124,Minnesota,111,100,0.49,11,0.818,46,35,0.486,13,7,4,25,82,0.439,29,0.931,44,33,0.364,18,6,9,25,28,4,0,0
2023-11-24,Miami,98,New York,100,87,0.391,21,0.952,41,37,0.27,11,11,0,20,81,0.481,18,0.667,46,29,0.345,18,7,2,21,18,25,1,0
2023-11-24,Boston,96,Orlando,113,76,0.408,37,0.73,31,29,0.241,14,10,4,17,85,0.506,22,0.727,48,28,0.393,18,5,3,23,16,20,1,0
2023-11-24,Chicago,108,Toronto,121,82,0.512,19,0.632,37,27,0.444,12,5,2,20,83,0.53,27,0.741,40,39,0.333,14,8,6,32,14,2,1,0
2023-11-25,Miami,97,Brooklyn,112,87,0.437,13,0.769,44,34,0.324,17,6,3,24,78,0.5,23,0.87,42,36,0.389,11,11,9,27,7,25,1,0
2023-11-25,LA Lakers,121,Cleveland,115,90,0.522,21,0.857,44,27,0.333,18,9,8,34,91,0.473,23,0.87,37,28,0.321,14,13,4,30,9,23,0,0
2023-11-25,Dallas,88,LA Clippers,107,91,0.374,14,0.786,37,38,0.237,9,6,5,17,88,0.432,31,0.742,57,29,0.276,12,2,6,25,6,17,1,0
2023-11-25,Philadelphia,127,Oklahoma City,123,83,0.458,45,0.822,49,41,0.341,12,2,9,30,98,0.439,26,0.808,38,43,0.372,4,3,3,29,27,26,0,0
2023-11-25,New Orleans,100,Utah,105,93,0.419,18,0.611,42,36,0.306,13,15,4,31,87,0.437,17,0.824,52,43,0.349,23,8,6,23,21,10,1,0
2023-11-25,Atlanta,136,Washington,108,102,0.51,20,0.7,49,37,0.486,9,13,2,29,88,0.489,12,1.0,41,38,0.263,20,5,6,33,0,22,0,0
2023-11-26,Atlanta,103,Boston,113,88,0.409,19,0.632,43,53,0.358,15,5,4,15,95,0.442,20,0.8,58,47,0.277,12,9,3,24,20,22,1,0
2023-11-26,Chicago,109,Brooklyn,118,83,0.482,22,0.773,40,32,0.375,11,3,2,21,83,0.494,15,0.733,39,53,0.472,9,7,2,29,7,2,1,0
2023-11-26,Toronto,102,Cleveland,105,89,0.416,29,0.69,50,32,0.25,12,9,3,17,97,0.464,6,0.833,49,31,0.323,14,2,5,29,9,14,1,0
2023-11-26,San Antonio,120,Denver,132,93,0.452,26,0.846,35,37,0.378,15,10,6,34,89,0.562,25,0.8,45,28,0.429,19,8,3,38,8,15,1,0
2023-11-26,Minnesota,119,Memphis,97,81,0.531,23,0.783,42,34,0.441,14,5,5,30,88,0.386,27,0.704,35,37,0.27,13,4,4,24,12,28,0,0
2023-11-26,Portland,102,Milwaukee,108,91,0.407,20,0.75,40,32,0.406,17,15,4,21,89,0.393,32,0.75,52,42,0.333,17,13,11,19,11,3,1,0
2023-11-26,Phoenix,116,New York,113,91,0.462,21,0.762,47,38,0.421,11,4,11,27,86,0.453,32,0.719,38,29,0.414,6,7,5,18,18,24,0,0
2023-11-26,Charlotte,117,Orlando,130,83,0.53,25,0.64,36,30,0.433,18,6,7,27,87,0.54,33,0.788,44,27,0.37,14,10,3,33,16,5,1,0
2023-11-27,Washington,126,Detroit,107,89,0.506,28,0.929,46,29,0.345,15,8,6,29,102,0.422,19,0.684,49,38,0.211,16,7,11,29,13,0,0,0
2023-11-27,Portland,114,Indiana,110,85,0.471,31,0.806,38,18,0.5,16,6,4,20,88,0.477,24,0.75,42,33,0.242,20,10,6,26,1,3,0,0
2023-11-27,Denver,113,LA Clippers,104,92,0.478,28,0.536,52,22,0.455,11,8,6,28,85,0.412,34,0.824,49,20,0.3,13,6,9,18,6,8,0,0
2023-11-27,LA Lakers,94,Philadelphia,138,83,0.47,13,0.692,32,28,0.25,17,3,4,23,93,0.505,26,0.846,48,46,0.478,5,11,2,33,26,23,1,0
2023-11-27,New Orleans,112,Utah,114,88,0.5,25,0.68,48,22,0.318,8,5,1,27,88,0.42,28,0.821,43,48,0.354,10,6,4,31,21,10,1,0
2023-11-28,Chicago,97,Boston,124,90,0.433,18,0.556,37,28,0.321,8,11,7,25,90,0.522,12,0.75,52,49,0.429,16,6,9,36,20,2,1,0
2023-11-28,Toronto,103,Brooklyn,115,101,0.386,19,0.632,46,36,0.361,7,11,3,27,89,0.449,26,0.846,59,38,0.342,15,7,8,26,7,14,1,0
2023-11-28,Atlanta,105,Cleveland,128,101,0.347,24,0.917,44,44,0.295,10,9,3,21,93,0.538,17,0.882,55,36,0.361,16,8,12,27,9,22,1,0
2023-11-28,Houston,115,Dallas,121,85,0.494,29,0.793,40,29,0.276,12,2,6,33,89,0.472,29,0.862,38,34,0.353,7,5,4,25,17,29,1,0
2023-11-28,Milwaukee,131,Miami,124,88,0.534,27,0.889,45,35,0.371,9,3,4,26,94,0.511,21,0.667,35,30,0.467,6,3,5,32,25,11,0,0
2023-11-28,Oklahoma City,103,Minnesota,106,90,0.411,23,0.783,36,30,0.367,8,8,4,22,78,0.423,32,0.813,51,33,0.424,19,3,9,18,28,27,1,0
2023-11-28,Charlotte,91,New York,115,89,0.416,7,0.571,41,31,0.419,17,8,2,21,88,0.466,20,0.9,54,38,0.395,16,10,7,21,18,5,1,0
2023-11-28,Golden State,123,Sacramento,124,83,0.482,30,0.867,52,41,0.415,18,6,6,25,91,0.451,42,0.643,46,44,0.341,10,8,7,25,4,19,1,0
2023-11-29,Houston,124,Denver,134,86,0.547,19,0.737,35,41,0.39,8,3,5,27,95,0.505,26,0.731,41,43,0.442,3,4,2,37,8,29,1,0
2023-11-29,LA Lakers,133,Detroit,107,88,0.511,38,0.816,49,34,0.353,12,7,10,28,97,0.412,14,0.857,39,36,0.417,14,8,3,28,13,23,0,0
2023-11-29,Utah,91,Memphis,105,90,0.378,12,0.583,39,39,0.41,17,8,8,26,87,0.494,8,0.75,51,39,0.333,15,9,10,26,12,21,1,0
2023-11-29,Philadelphia,114,New Orleans,124,81,0.519,18,0.889,30,34,0.412,21,8,7,28,78,0.538,34,0.882,40,30,0.333,20,11,4,33,10,26,1,0
2023-11-29,Washington,120,Orlando,139,87,0.471,35,0.771,29,29,0.379,10,14,3,28,84,0.607,24,0.833,44,27,0.63,18,5,6,34,16,0,1,0
2023-11-29,LA Clippers,131,Sacramento,117,93,0.538,22,0.773,37,28,0.5,4,8,5,28,86,0.465,28,0.857,47,41,0.317,14,1,1,22,4,6,0,0
2023-11-29,Phoenix,105,Toronto,112,94,0.404,23,0.957,47,26,0.269,9,3,5,25,93,0.452,21,0.857,49,27,0.37,9,7,5,25,14,24,1,0
2023-11-30,Charlotte,129,Brooklyn,128,91,0.505,16,1.0,41,36,0.583,9,6,7,30,105,0.495,15,0.667,52,36,0.389,9,6,4,21,7,5,0,0
2023-11-30,Milwaukee,113,Chicago,120,98,0.449,13,0.692,43,48,0.333,20,12,6,28,98,0.459,22,0.773,51,37,0.351,21,14,4,32,2,11,1,0
2023-11-30,Portland,103,Cleveland,95,77,0.506,11,1.0,40,35,0.4,22,10,4,29,89,0.427,12,1.0,35,32,0.219,17,12,2,25,9,3,0,0
2023-11-30,LA Clippers,114,Golden State,120,95,0.442,24,0.75,43,32,0.375,6,5,1,26,82,0.5,31,0.742,47,39,0.385,7,3,4,30,19,6,1,0
2023-11-30,Indiana,132,Miami,142,98,0.51,32,0.656,34,43,0.256,9,11,5,30,86,0.558,45,0.844,48,21,0.381,14,4,1,25,25,1,1,0
2023-11-30,Utah,90,Minnesota,101,87,0.379,14,0.929,51,34,0.324,19,6,4,22,89,0.438,13,0.769,42,35,0.371,11,13,7,29,28,21,1,0
2023-11-30,Detroit,112,New York,118,81,0.531,17,0.647,42,35,0.429,20,4,3,22,88,0.466,28,0.714,41,41,0.39,11,8,3,25,18,13,1,0
2023-11-30,LA Lakers,110,Oklahoma City,133,81,0.444,32,0.844,41,33,0.333,13,6,2,24,94,0.532,22,0.864,48,42,0.333,7,9,6,29,27,23,1,0
2023-11-30,Atlanta,137,San Antonio,135,96,0.51,29,0.862,37,33,0.424,10,14,2,24,89,0.539,23,0.913,47,41,0.439,21,4,7,34,15,22,0,0
2023-12-01,Philadelphia,119,Boston,125,94,0.457,23,0.739,42,35,0.457,16,16,5,16,77,0.506,36,0.861,46,33,0.485,20,10,8,25,20,26,1,1
2023-12-01,Memphis,108,Dallas,94,90,0.489,11,0.818,52,34,0.324,14,8,12,27,92,0.37,21,0.667,42,39,0.308,11,9,5,27,17,12,0,1
2023-12-01,San Antonio,106,New Orleans,121,83,0.458,17,0.824,39,39,0.41,19,5,5,28,85,0.494,29,0.931,42,31,0.323,11,8,6,26,10,15,1,1
2023-12-01,Washington,125,Orlando,130,89,0.506,31,0.71,40,28,0.464,14,8,5,25,89,0.517,33,0.788,44,31,0.387,14,6,8,35,16,0,1,1
2023-12-01,Denver,119,Phoenix,111,88,0.568,12,0.583,32,32,0.375,9,8,4,38,84,0.464,26,0.923,43,27,0.333,12,4,9,22,24,8,0,1
2023-12-01,New York,119,Toronto,106,90,0.5,16,0.813,43,36,0.444,12,6,3,30,100,0.44,17,0.706,48,32,0.188,12,7,6,32,14,18,0,1
2023-12-02,Orlando,101,Brooklyn,129,88,0.398,27,0.815,37,29,0.31,11,3,5,24,91,0.505,31,0.742,57,34,0.412,11,4,8,31,7,16,1,1
2023-12-02,New Orleans,118,Chicago,124,82,0.5,35,0.8,39,25,0.32,12,10,1,20,88,0.545,15,0.733,41,40,0.425,13,6,8,32,2,10,1,1
2023-12-02,Minnesota,123,Charlotte,117,84,0.512,30,0.867,41,31,0.355,11,5,3,26,91,0.484,19,0.895,36,25,0.48,8,6,4,29,5,28,0,1
2023-12-02,Oklahoma City,126,Dallas,120,100,0.44,22,0.818,50,44,0.455,12,8,5,24,87,0.448,35,0.657,47,52,0.365,15,5,12,26,17,27,0,1
2023-12-02,Cleveland,110,Detroit,101,89,0.494,18,0.667,43,30,0.333,11,11,1,25,83,0.47,23,0.652,49,30,0.267,16,9,3,24,13,9,0,1
2023-12-02,Golden State,112,LA Clippers,113,86,0.442,24,0.792,42,43,0.395,13,5,4,31,90,0.489,14,0.857,40,39,0.333,11,5,6,31,6,19,1,1
2023-12-02,Houston,97,LA Lakers,107,89,0.404,18,0.778,54,31,0.355,16,5,7,24,89,0.449,27,0.704,48,27,0.296,9,11,7,24,23,29,1,1
2023-12-02,Indiana,144,Miami,129,85,0.659,20,0.8,32,32,0.5,9,4,8,35,89,0.539,24,0.875,28,25,0.48,10,3,1,27,25,1,0,1
2023-12-02,Atlanta,121,Milwaukee,132,101,0.446,21,0.762,40,38,0.395,11,11,4,23,89,0.596,15,0.8,44,33,0.424,15,5,6,33,11,22,1,1
2023-12-02,Memphis,109,Phoenix,116,86,0.453,24,0.917,40,31,0.29,15,9,8,14,83,0.434,43,0.814,44,26,0.346,16,10,5,24,24,12,1,1
2023-12-02,Denver,117,Sacramento,123,99,0.495,20,0.65,46,25,0.24,10,9,7,35,99,0.485,15,0.733,47,34,0.471,11,7,5,33,4,8,1,1
2023-12-02,Portland,113,Utah,118,95,0.4,27,0.889,40,40,0.325,9,11,5,17,94,0.489,24,0.792,56,34,0.206,17,5,11,27,21,3,1,1
2023-12-04,Boston,112,Indiana,122,97,0.474,12,0.667,56,41,0.293,17,5,9,27,94,0.457,21,0.81,41,40,0.475,6,8,4,28,1,20,1,1
2023-12-04,New Orleans,127,Sacramento,117,87,0.54,23,0.826,42,31,0.452,12,12,7,29,85,0.447,33,0.818,38,41,0.341,13,8,2,29,4,10,0,1
2023-12-05,Phoenix,103,LA Lakers,106,75,0.493,21,0.81,44,25,0.48,20,8,5,25,102,0.373,25,0.84,45,30,0.3,9,11,2,24,23,24,1,1
2023-12-05,New York,122,Milwaukee,146,87,0.494,33,0.879,36,23,0.304,16,8,4,27,91,0.604,19,0.684,37,38,0.605,12,12,6,32,11,18,1,1
2023-12-06,Brooklyn,114,Atlanta,113,94,0.457,24,0.708,45,27,0.407,12,7,6,24,94,0.447,18,0.944,49,35,0.343,12,5,4,25,22,7,0,1
2023-12-06,Charlotte,100,Chicago,111,90,0.433,12,1.0,42,37,0.27,16,9,9,25,90,0.422,29,0.793,57,25,0.48,16,6,6,23,2,5,1,1
2023-12-06,Orlando,111,Cleveland,121,84,0.488,37,0.73,36,23,0.087,11,10,6,22,86,0.535,20,0.75,45,34,0.412,15,5,2,29,9,16,1,1
2023-12-06,Utah,97,Dallas,147,87,0.402,18,0.833,43,33,0.364,19,6,3,22,101,0.554,19,0.684,47,49,0.449,7,11,5,37,17,21,1,1
2023-12-06,Memphis,116,Detroit,102,91,0.516,14,0.786,46,26,0.423,14,10,8,26,91,0.451,9,1.0,42,35,0.314,16,9,6,30,13,12,0,1
2023-12-06,Portland,106,Golden State,110,95,0.411,16,0.75,40,46,0.348,10,8,3,22,86,0.419,33,0.848,50,34,0.294,17,4,3,20,19,3,1,1
2023-12-06,Oklahoma City,101,Houston,110,87,0.425,24,0.792,30,29,0.276,8,14,10,22,83,0.482,22,0.682,53,33,0.455,19,6,5,28,29,27,1,1
2023-12-06,Denver,102,LA Clippers,111,98,0.418,9,0.889,46,31,0.387,11,7,5,29,87,0.46,25,0.76,51,27,0.444,11,7,9,21,6,8,1,1
2023-12-06,San Antonio,94,Minnesota,102,101,0.376,15,0.667,49,36,0.222,11,7,4,23,87,0.414,21,0.857,55,40,0.3,14,4,10,20,28,15,1,1
2023-12-06,Miami,112,Toronto,103,89,0.461,19,0.842,44,38,0.368,7,5,4,33,86,0.43,17,0.882,46,37,0.378,14,3,8,29,14,25,0,1
2023-12-06,Philadelphia,131,Washington,126,92,0.511,34,0.853,43,27,0.296,11,7,2,29,92,0.565,8,1.0,32,35,0.4,11,8,6,39,0,26,0,1
2023-12-07,New Orleans,89,LA Lakers,133,95,0.358,20,0.7,42,31,0.226,12,7,5,22,86,0.547,29,0.759,59,35,0.486,14,6,4,31,23,10,1,1
2023-12-07,Indiana,128,Milwaukee,119,102,0.49,25,0.84,51,33,0.212,9,9,8,30,96,0.448,28,0.75,46,33,0.364,12,3,9,19,11,1,0,1
2023-12-08,New York,123,Boston,133,88,0.5,27,0.741,44,37,0.405,13,4,3,28,91,0.527,21,0.857,34,47,0.404,7,8,5,24,20,18,1,1
2023-12-08,Washington,97,Brooklyn,124,91,0.418,21,0.714,41,33,0.182,16,4,7,19,104,0.481,18,0.778,55,33,0.303,10,8,8,27,7,0,1,1
2023-12-08,Toronto,116,Charlotte,119,93,0.505,21,0.762,42,32,0.188,14,7,2,32,79,0.557,20,0.9,31,25,0.52,15,7,4,30,5,14,1,1
2023-12-08,Houston,114,Denver,106,82,0.427,42,0.738,47,39,0.333,9,3,3,21,90,0.422,27,0.741,47,28,0.357,10,4,5,22,8,29,0,1
2023-12-08,Minnesota,127,Memphis,103,88,0.5,26,0.923,54,38,0.395,13,4,8,30,86,0.43,19,0.737,28,35,0.429,9,7,4,24,12,28,0,1
2023-12-08,Cleveland,111,Miami,99,87,0.46,26,0.654,51,38,0.368,13,13,2,21,86,0.43,15,0.667,37,42,0.357,18,5,5,23,25,9,0,1
2023-12-08,Golden State,136,Oklahoma City,138,104,0.471,23,0.826,60,48,0.396,28,3,2,29,98,0.52,36,0.861,39,29,0.172,9,17,7,15,27,19,1,1
2023-12-08,Detroit,91,Orlando,123,81,0.42,24,0.708,38,30,0.2,15,3,2,17,89,0.551,19,0.789,45,26,0.385,9,5,4,26,16,13,1,1
2023-12-08,Atlanta,114,Philadelphia,125,104,0.394,21,0.905,55,39,0.333,13,3,4,20,87,0.483,37,0.811,48,30,0.367,10,6,8,24,26,22,1,1
2023-12-08,Sacramento,114,Phoenix,106,92,0.457,20,0.8,50,39,0.359,12,7,0,25,83,0.482,23,0.652,40,32,0.344,11,8,5,26,24,4,0,1
2023-12-08,Dallas,125,Portland,112,91,0.516,22,0.864,42,39,0.308,15,8,5,26,105,0.371,18,0.889,48,53,0.34,15,9,1,20,3,17,0,1
2023-12-08,Chicago,121,San Antonio,112,102,0.461,24,0.583,56,28,0.464,7,9,2,27,83,0.47,20,0.85,44,42,0.405,12,4,9,35,15,2,0,1
2023-12-08,LA Clippers,117,Utah,103,88,0.489,21,0.762,40,34,0.441,12,8,9,23,84,0.452,24,0.75,40,31,0.29,13,10,10,23,21,6,0,1
2023-12-09,Indiana,109,LA Lakers,123,95,0.368,33,0.879,32,41,0.244,9,10,7,27,88,0.534,35,0.771,55,13,0.154,18,5,10,25,23,1,1,1
2023-12-11,Denver,129,Atlanta,122,88,0.534,29,0.793,49,29,0.414,16,9,8,29,96,0.458,18,0.944,35,44,0.386,10,9,2,25,22,8,0,1
2023-12-11,Miami,116,Charlotte,114,77,0.481,34,0.794,43,35,0.429,10,7,3,31,84,0.476,22,0.773,31,41,0.415,10,3,2,31,5,25,0,1
2023-12-11,Indiana,131,Detroit,123,92,0.565,19,0.737,43,31,0.419,18,8,5,33,81,0.556,30,0.767,30,29,0.345,14,11,4,26,13,1,0,1
2023-12-11,San Antonio,82,Houston,93,87,0.356,22,0.682,51,41,0.122,17,9,5,20,93,0.344,20,0.85,60,39,0.308,16,7,2,20,29,15,1,1
2023-12-11,Portland,127,LA Clippers,132,90,0.478,26,0.846,36,40,0.475,12,5,4,25,89,0.551,22,0.955,35,34,0.382,9,7,9,33,6,3,1,1
2023-12-11,Dallas,120,Memphis,113,86,0.5,19,0.895,43,40,0.425,17,8,9,27,89,0.461,16,0.813,38,44,0.409,17,9,5,26,12,17,0,1
2023-12-11,Chicago,129,Milwaukee,133,114,0.412,25,0.8,51,34,0.441,6,3,4,25,86,0.512,37,0.811,48,37,0.405,11,5,4,34,11,2,1,1
2023-12-11,Minnesota,107,New Orleans,121,91,0.44,19,0.737,47,36,0.361,11,5,3,26,82,0.488,40,0.775,47,27,0.37,13,7,7,27,10,28,1,1
2023-12-11,Toronto,130,New York,136,96,0.49,30,0.733,38,39,0.359,10,12,0,32,86,0.605,23,0.652,42,29,0.586,15,5,3,36,18,14,1,1
2023-12-11,Utah,120,Oklahoma City,134,92,0.478,21,0.952,41,38,0.316,15,9,9,32,96,0.521,17,0.941,39,38,0.474,12,9,7,35,27,21,1,1
2023-12-11,Cleveland,94,Orlando,104,85,0.353,33,0.758,48,40,0.225,14,10,3,15,84,0.464,25,0.76,43,26,0.269,12,7,8,22,16,9,1,1
2023-12-11,Washington,101,Philadelphia,146,85,0.424,31,0.645,44,31,0.29,22,5,2,21,95,0.547,25,0.88,47,46,0.435,13,14,6,37,26,0,1,1
2023-12-11,Brooklyn,118,Sacramento,131,88,0.477,21,0.952,41,29,0.483,13,4,6,24,94,0.511,14,0.714,43,45,0.556,13,4,3,38,4,7,1,1
2023-12-12,Cleveland,113,Boston,120,92,0.478,9,0.667,35,45,0.422,12,6,4,27,84,0.452,26,1.0,45,44,0.409,13,9,9,23,20,9,1,1
2023-12-12,Denver,114,Chicago,106,83,0.47,32,0.688,46,30,0.467,10,4,4,28,86,0.419,23,0.913,41,40,0.325,12,6,9,26,2,8,0,1
2023-12-12,LA Lakers,125,Dallas,127,91,0.538,18,0.667,40,29,0.517,15,4,4,34,89,0.494,21,0.857,36,43,0.488,10,7,5,28,17,23,1,1
2023-12-12,Sacramento,99,LA Clippers,119,86,0.419,24,0.708,38,37,0.27,14,8,2,27,84,0.524,21,0.952,49,29,0.379,15,7,2,21,6,4,1,1
2023-12-12,Golden State,116,Phoenix,119,92,0.446,27,0.667,51,46,0.348,15,9,1,26,84,0.452,34,0.853,41,39,0.359,14,8,7,27,24,19,1,1
2023-12-13,Philadelphia,129,Detroit,111,87,0.517,34,0.824,53,30,0.367,10,6,4,28,88,0.443,30,0.767,35,33,0.303,9,6,3,24,13,26,0,1
2023-12-13,Memphis,104,Houston,117,82,0.427,34,0.706,39,38,0.263,11,7,4,25,86,0.453,37,0.73,58,32,0.375,19,6,3,23,29,12,1,1
2023-12-13,Charlotte,104,Miami,115,77,0.532,11,0.909,31,31,0.387,21,11,5,27,86,0.477,19,0.947,47,30,0.5,22,10,3,29,25,5,1,1
2023-12-13,Indiana,126,Milwaukee,140,100,0.45,32,0.781,45,36,0.306,18,7,6,30,89,0.539,48,0.771,43,27,0.259,15,8,8,27,11,1,1,1
2023-12-13,Brooklyn,116,Phoenix,112,89,0.461,24,0.792,36,41,0.366,7,9,4,24,84,0.476,27,0.852,49,28,0.321,12,5,4,28,24,7,0,1
2023-12-13,LA Lakers,122,San Antonio,119,91,0.538,17,0.588,46,35,0.4,16,14,4,31,96,0.469,18,0.722,46,37,0.432,17,8,6,28,15,23,0,1
2023-12-13,Atlanta,128,Toronto,135,100,0.48,19,0.737,42,41,0.439,7,9,8,32,87,0.575,24,0.708,47,34,0.529,14,3,9,39,14,22,1,1
2023-12-13,New York,113,Utah,117,94,0.436,32,0.688,46,39,0.231,8,10,4,21,98,0.439,21,0.714,53,42,0.381,15,5,4,31,21,18,1,1
2023-12-13,New Orleans,142,Washington,122,96,0.521,30,0.867,46,34,0.471,9,11,3,30,82,0.512,24,0.792,33,44,0.432,15,7,6,28,0,10,0,1
2023-12-14,Cleveland,107,Boston,116,83,0.482,17,0.941,39,33,0.333,16,7,1,21,85,0.506,20,0.85,44,36,0.361,13,7,8,22,20,9,1,1
2023-12-14,Minnesota,119,Dallas,101,88,0.5,25,0.68,45,31,0.452,15,9,4,30,83,0.47,18,0.889,34,32,0.219,15,6,2,21,17,28,0,1
2023-12-14,Brooklyn,101,Denver,124,95,0.411,20,0.75,53,30,0.267,16,5,4,28,99,0.475,21,0.857,48,36,0.333,8,13,6,31,8,7,1,1
2023-12-14,Golden State,113,LA Clippers,121,92,0.435,19,0.895,43,45,0.356,11,8,2,22,81,0.506,30,0.867,40,32,0.406,13,6,9,27,6,19,1,1
2023-12-14,Chicago,124,Miami,116,93,0.484,30,0.667,43,36,0.389,5,8,2,32,80,0.463,35,0.771,42,34,0.441,10,2,1,26,25,2,0,1
2023-12-14,Utah,122,Portland,114,92,0.533,14,0.929,45,33,0.333,11,9,9,27,103,0.417,18,0.667,49,45,0.356,11,9,4,30,3,21,0,1
2023-12-14,Oklahoma City,123,Sacramento,128,102,0.431,27,0.889,44,36,0.306,13,8,7,26,95,0.495,21,0.762,47,45,0.4,17,6,4,32,4,27,1,1
2023-12-15,Orlando,111,Boston,128,87,0.483,18,0.722,45,35,0.4,21,5,2,25,92,0.522,20,0.7,34,42,0.429,10,14,7,31,20,16,1,1
2023-12-15,New Orleans,112,Charlotte,107,80,0.475,32,0.844,49,27,0.333,15,4,5,24,92,0.446,21,0.762,39,31,0.29,8,7,4,18,5,10,0,1
2023-12-15,Houston,103,Memphis,96,88,0.364,32,0.875,51,29,0.379,11,10,10,18,92,0.402,15,0.733,48,40,0.275,17,4,8,19,12,29,0,1
2023-12-15,Detroit,92,Philadelphia,124,81,0.432,23,0.783,42,21,0.19,21,3,7,19,98,0.418,31,0.903,54,37,0.378,11,17,8,24,26,13,1,1
2023-12-15,New York,139,Phoenix,122,82,0.598,28,0.857,38,29,0.586,11,9,5,28,90,0.522,21,0.81,33,28,0.393,11,4,3,30,24,18,0,1
2023-12-15,LA Lakers,115,San Antonio,129,89,0.483,28,0.643,43,36,0.306,6,5,5,32,95,0.495,19,0.895,45,42,0.429,8,5,5,35,15,23,1,1
2023-12-15,Atlanta,125,Toronto,104,101,0.515,6,0.833,55,41,0.39,12,4,4,34,77,0.519,25,0.56,32,31,0.323,14,8,6,30,14,22,0,1
2023-12-15,Indiana,123,Washington,137,107,0.449,16,0.75,41,40,0.375,15,7,8,35,92,0.565,26,0.769,47,27,0.481,17,7,8,36,0,1,1,1
2023-12-16,Philadelphia,135,Charlotte,82,88,0.602,17,0.882,45,31,0.452,10,10,6,30,91,0.363,11,0.818,36,35,0.2,11,3,4,15,5,26,0,1
