date,team1,team1_score,team2,team2_score,team1_FGA,team1_FG_pct,team1_FTA,team1_FT_pct,team1_TRB,team1_fg3a,team1_fg3_pct,team1_TOV,team1_stl,team1_blk,team1_ast,team2_FGA,team2_FG_pct,team2_FTA,team2_FT_pct,team2_TRB,team2_fg3a,team2_fg3_pct,team2_TOV,team2_stl,team2_blk,team2_ast,Home_Team_ID,Away_Team_ID,HomeWin,month
2023-12-16,Atlanta,119,Cleveland,127,85,0.482,25,0.88,34,36,0.417,11,5,4,21,101,0.485,15,0.867,49,42,0.381,10,8,3,32,9,22,1,1
2023-12-16,Oklahoma City,118,Denver,117,84,0.512,30,0.833,40,21,0.333,10,4,9,22,93,0.452,24,0.875,46,32,0.375,9,5,0,30,8,27,0,1
2023-12-16,Brooklyn,120,Golden State,124,93,0.484,15,0.867,42,43,0.395,16,6,8,31,91,0.484,20,0.95,42,32,0.531,14,7,5,29,19,7,1,1
2023-12-16,New York,122,LA Clippers,144,94,0.468,26,0.885,39,35,0.314,10,7,4,20,88,0.568,34,0.824,42,33,0.485,8,8,6,36,6,18,1,1
2023-12-16,Chicago,116,Miami,118,77,0.481,29,0.897,40,38,0.421,14,8,4,25,83,0.518,25,0.76,31,35,0.371,10,7,2,26,25,2,1,1
2023-12-16,Detroit,114,Milwaukee,146,96,0.448,26,0.846,36,28,0.214,8,10,4,25,88,0.568,32,0.844,49,42,0.452,14,5,8,24,11,13,1,1
2023-12-16,Indiana,109,Minnesota,127,90,0.5,16,0.813,40,21,0.286,13,10,6,25,86,0.558,16,0.813,36,30,0.6,15,10,4,33,28,1,1,1
2023-12-16,Dallas,131,Portland,120,97,0.495,21,0.905,47,47,0.34,12,7,2,27,94,0.5,22,0.864,44,32,0.219,11,8,2,17,3,17,0,1
2023-12-16,Utah,104,Sacramento,125,86,0.442,21,0.762,37,37,0.324,12,8,3,28,85,0.541,15,0.733,45,45,0.489,14,6,2,36,4,21,1,1
2023-12-17,Orlando,97,Boston,114,89,0.382,24,0.75,43,36,0.306,8,7,4,18,95,0.474,8,0.875,55,36,0.472,14,4,10,18,20,16,1,1
2023-12-17,Houston,119,Milwaukee,128,85,0.529,21,0.857,31,27,0.407,9,8,4,26,90,0.5,32,0.781,46,36,0.361,15,4,1,25,11,29,1,1
2023-12-17,Washington,108,Phoenix,112,95,0.411,20,0.8,44,46,0.304,10,8,6,24,90,0.456,30,0.767,54,31,0.226,17,8,6,29,24,0,1,1
2023-12-17,Golden State,118,Portland,114,87,0.529,19,0.684,43,38,0.342,14,10,4,31,85,0.471,23,0.913,37,35,0.371,13,10,4,23,3,19,0,1
2023-12-17,New Orleans,146,San Antonio,110,98,0.561,22,0.636,51,42,0.524,13,11,3,38,94,0.426,21,0.714,39,42,0.357,13,6,6,29,15,10,0,1
2023-12-18,Detroit,124,Atlanta,130,94,0.511,27,0.704,36,22,0.409,13,7,3,23,85,0.541,27,0.815,40,36,0.444,17,6,10,25,22,13,1,1
2023-12-18,Houston,130,Cleveland,135,102,0.461,27,0.889,47,33,0.364,13,9,5,34,97,0.485,34,0.647,38,48,0.396,11,7,8,29,9,29,1,1
2023-12-18,Dallas,104,Denver,130,92,0.446,19,0.474,43,38,0.342,11,2,0,19,87,0.563,22,0.818,46,26,0.538,8,7,4,29,8,17,1,1
2023-12-18,LA Clippers,151,Indiana,127,98,0.571,23,0.87,46,38,0.5,11,4,9,26,95,0.516,21,0.81,34,33,0.364,11,6,7,38,1,6,0,1
2023-12-18,New York,114,LA Lakers,109,88,0.477,23,0.87,52,30,0.333,15,5,6,21,99,0.424,13,0.923,41,41,0.317,10,9,3,29,23,18,0,1
2023-12-18,Minnesota,112,Miami,108,85,0.494,19,0.895,45,29,0.379,13,10,9,27,87,0.471,18,0.833,40,30,0.367,15,10,4,27,25,28,0,1
2023-12-18,Memphis,97,Oklahoma City,116,85,0.353,21,0.857,45,54,0.352,22,6,3,25,92,0.457,23,0.913,53,36,0.306,12,11,10,31,27,12,1,1
2023-12-18,Chicago,108,Philadelphia,104,89,0.472,15,0.8,45,29,0.414,10,7,9,24,88,0.432,19,0.895,44,32,0.344,12,8,8,23,26,2,0,1
2023-12-18,Washington,131,Sacramento,143,85,0.518,30,0.833,39,38,0.474,11,3,6,26,100,0.53,26,0.769,42,43,0.395,7,8,5,35,4,0,1,1
2023-12-18,Charlotte,99,Toronto,114,89,0.438,13,1.0,36,32,0.25,12,8,6,18,86,0.512,22,0.818,51,29,0.276,17,4,4,30,14,5,1,1
2023-12-18,Brooklyn,108,Utah,125,90,0.433,20,0.7,36,39,0.41,13,4,9,25,91,0.495,24,0.875,51,34,0.412,14,6,8,30,21,7,1,1
2023-12-19,Boston,126,Golden State,132,114,0.412,17,0.882,55,58,0.293,8,6,5,28,109,0.459,14,0.857,59,50,0.4,10,4,5,29,19,20,1,1
2023-12-19,San Antonio,119,Milwaukee,132,96,0.479,21,0.857,52,30,0.3,16,4,4,27,106,0.472,18,0.778,47,49,0.367,6,11,7,34,11,15,1,1
2023-12-19,Memphis,115,New Orleans,113,82,0.5,29,0.793,42,31,0.323,17,5,7,19,85,0.471,24,0.917,39,25,0.44,11,4,3,23,10,12,0,1
2023-12-19,Phoenix,104,Portland,109,94,0.447,21,0.714,47,23,0.217,13,10,6,23,87,0.448,19,0.895,42,28,0.5,15,8,4,23,3,24,1,1
2023-12-20,New York,121,Brooklyn,102,95,0.463,25,0.8,54,33,0.394,11,8,7,24,101,0.366,17,0.765,49,47,0.319,11,6,9,25,7,18,0,1
2023-12-20,LA Lakers,108,Chicago,124,94,0.447,15,0.8,40,37,0.324,13,7,7,27,88,0.545,11,0.909,48,34,0.529,15,7,6,25,2,23,1,1
2023-12-20,Utah,116,Cleveland,124,78,0.513,28,0.821,38,30,0.433,16,5,6,24,96,0.469,16,0.688,44,51,0.451,11,8,3,34,9,21,1,1
2023-12-20,LA Clippers,120,Dallas,111,77,0.558,25,0.92,44,31,0.355,12,6,4,27,91,0.429,27,0.704,36,43,0.326,6,8,3,23,17,6,0,1
2023-12-20,Atlanta,134,Houston,127,91,0.516,28,0.821,44,40,0.425,9,4,3,31,89,0.494,23,1.0,37,34,0.471,8,4,6,25,29,22,0,1
2023-12-20,Charlotte,113,Indiana,144,95,0.474,19,0.789,37,31,0.258,10,6,0,23,80,0.613,30,0.933,38,39,0.462,13,6,8,37,1,5,1,1
2023-12-20,Miami,115,Orlando,106,83,0.482,24,0.833,39,29,0.517,11,6,2,25,89,0.461,19,0.789,49,36,0.25,11,8,5,29,16,25,0,1
2023-12-20,Minnesota,113,Philadelphia,127,82,0.512,24,0.833,39,25,0.36,18,4,2,22,84,0.536,32,0.906,36,22,0.364,12,9,3,20,26,28,1,1
2023-12-20,Boston,144,Sacramento,119,92,0.554,24,0.833,50,42,0.524,9,6,10,35,91,0.473,23,0.522,37,44,0.477,7,4,8,29,4,20,0,1
2023-12-20,Denver,113,Toronto,104,98,0.5,7,0.429,46,33,0.364,8,9,9,29,90,0.478,13,0.692,41,27,0.333,11,3,5,26,14,8,0,1
2023-12-21,San Antonio,95,Chicago,114,81,0.457,16,0.688,41,30,0.333,19,6,7,24,90,0.544,11,0.818,36,28,0.25,11,11,5,24,2,15,1,1
2023-12-21,New Orleans,123,Cleveland,104,86,0.547,16,0.875,40,35,0.429,9,7,4,32,87,0.471,8,0.625,35,44,0.386,11,4,3,34,9,10,0,1
2023-12-21,Utah,119,Detroit,111,94,0.457,24,0.917,44,30,0.367,12,15,7,26,86,0.5,19,0.842,41,31,0.29,20,6,9,24,13,21,0,1
2023-12-21,Indiana,103,Memphis,116,90,0.422,11,0.818,39,52,0.346,16,12,9,28,84,0.512,21,0.667,41,35,0.457,18,8,7,27,12,1,1,1
2023-12-21,Orlando,114,Milwaukee,118,99,0.455,23,0.696,45,33,0.242,7,6,9,26,90,0.422,35,0.886,51,37,0.297,13,3,6,26,11,16,1,1
2023-12-21,LA Lakers,111,Minnesota,118,83,0.494,24,0.792,38,24,0.417,17,6,6,21,87,0.483,25,0.8,40,36,0.389,14,13,7,32,28,23,1,1
2023-12-21,LA Clippers,115,Oklahoma City,134,93,0.473,12,0.833,40,43,0.395,15,9,5,23,87,0.586,18,0.889,38,34,0.471,11,9,5,35,27,6,1,1
2023-12-21,Washington,118,Portland,117,84,0.5,32,0.688,37,30,0.4,11,9,6,26,95,0.453,23,0.739,51,30,0.467,15,7,6,24,3,0,0,1
2023-12-22,Denver,122,Brooklyn,117,87,0.517,25,0.84,41,26,0.423,6,6,5,29,89,0.483,26,0.692,45,33,0.394,10,4,7,32,7,8,0,1
2023-12-22,Washington,118,Golden State,129,97,0.454,24,0.792,39,35,0.314,9,7,4,25,97,0.485,20,0.85,57,45,0.4,12,5,2,33,19,0,1,1
2023-12-22,Dallas,96,Houston,122,101,0.347,26,0.731,47,40,0.175,11,10,1,18,95,0.484,23,0.826,63,38,0.289,16,7,3,21,29,17,1,1
2023-12-22,Atlanta,113,Miami,122,96,0.438,14,0.714,43,54,0.352,13,9,2,29,86,0.465,30,0.833,48,39,0.436,17,7,2,21,25,22,1,1
2023-12-22,Toronto,111,Philadelphia,121,87,0.448,28,0.857,46,33,0.273,12,9,6,30,83,0.53,21,0.905,38,31,0.452,13,6,6,34,26,14,1,1
2023-12-22,Phoenix,105,Sacramento,120,88,0.443,28,0.786,45,25,0.2,15,8,4,19,83,0.53,26,0.769,37,38,0.316,12,7,7,32,4,24,1,1
2023-12-23,Memphis,125,Atlanta,119,97,0.515,22,0.636,51,33,0.333,11,6,7,29,96,0.469,20,0.8,41,43,0.302,10,8,5,28,22,12,0,1
2023-12-23,Detroit,115,Brooklyn,126,79,0.494,29,0.759,36,35,0.429,13,5,3,26,86,0.523,32,0.813,38,24,0.417,10,10,3,32,7,13,1,1
2023-12-23,Cleveland,109,Chicago,95,88,0.443,26,0.731,48,45,0.267,12,7,4,28,80,0.438,19,0.895,37,35,0.229,12,6,5,23,2,9,0,1
2023-12-23,Denver,102,Charlotte,95,90,0.433,14,0.857,48,30,0.4,14,11,13,25,88,0.386,23,0.826,47,28,0.286,17,8,11,23,5,8,0,1
2023-12-23,San Antonio,119,Dallas,144,98,0.449,24,0.708,42,45,0.311,10,9,3,32,100,0.52,21,0.81,52,45,0.511,12,7,6,26,17,15,1,1
2023-12-23,Portland,106,Golden State,126,84,0.452,25,0.68,30,35,0.371,11,13,3,26,83,0.578,24,0.833,49,33,0.303,16,8,2,38,19,3,1,1
2023-12-23,Orlando,117,Indiana,110,73,0.534,41,0.805,39,18,0.333,13,9,5,22,82,0.524,13,0.692,33,34,0.441,15,7,6,27,1,16,0,1
2023-12-23,Boston,145,LA Clippers,108,94,0.521,28,0.786,51,53,0.472,9,4,5,33,89,0.461,15,1.0,34,34,0.324,10,4,4,25,6,20,0,1
2023-12-23,Houston,106,New Orleans,104,82,0.427,35,0.771,44,29,0.31,11,9,2,21,82,0.463,29,0.69,46,31,0.258,16,9,7,21,10,29,0,1
2023-12-23,Milwaukee,130,New York,111,91,0.527,23,0.783,53,32,0.5,14,4,2,25,93,0.441,21,0.952,41,29,0.31,11,5,2,17,18,11,0,1
2023-12-23,LA Lakers,129,Oklahoma City,120,90,0.522,23,0.826,44,32,0.5,9,7,7,37,95,0.484,19,0.789,42,41,0.317,9,6,7,24,27,23,0,1
2023-12-23,Minnesota,110,Sacramento,98,87,0.506,14,0.857,43,33,0.303,12,9,5,31,85,0.435,21,0.762,40,33,0.242,11,10,2,23,4,28,0,1
2023-12-23,Utah,126,Toronto,119,91,0.527,14,0.929,41,38,0.447,11,7,5,35,94,0.479,19,0.842,39,32,0.406,11,7,5,35,14,21,0,1
2023-12-25,Golden State,114,Denver,120,87,0.46,23,0.87,39,40,0.35,13,7,3,23,82,0.488,32,0.813,43,34,0.412,14,6,4,25,8,19,1,1
2023-12-25,Boston,126,LA Lakers,115,91,0.505,28,0.75,44,42,0.31,8,8,7,31,90,0.478,21,0.762,43,32,0.406,12,4,1,24,23,20,0,1
2023-12-25,Philadelphia,113,Miami,119,94,0.426,25,0.64,36,45,0.378,7,11,4,23,84,0.476,35,0.771,56,32,0.375,14,5,7,27,25,26,1,1
2023-12-25,Milwaukee,122,New York,129,95,0.474,24,0.792,44,42,0.31,11,7,4,26,92,0.543,26,0.808,41,26,0.308,11,7,4,27,18,11,1,1
2023-12-25,Dallas,128,Phoenix,114,84,0.536,30,0.733,38,44,0.364,11,7,6,28,90,0.444,25,0.8,47,41,0.341,15,5,2,28,24,17,0,1
2023-12-26,Atlanta,113,Chicago,118,89,0.461,21,0.857,40,45,0.289,15,6,3,24,92,0.457,31,0.871,48,25,0.28,8,10,2,23,2,22,1,1
2023-12-26,Brooklyn,118,Detroit,112,82,0.5,43,0.628,42,22,0.409,9,6,7,22,90,0.444,32,0.719,52,25,0.36,13,6,4,20,13,7,0,1
2023-12-26,Indiana,123,Houston,117,82,0.524,21,0.857,45,43,0.442,20,5,7,28,97,0.485,22,0.818,44,24,0.208,10,15,2,19,29,1,0,1
2023-12-26,Charlotte,104,LA Clippers,113,93,0.462,16,0.75,42,29,0.207,11,8,6,31,85,0.471,25,0.76,45,34,0.412,13,7,3,24,6,5,1,1
2023-12-26,Memphis,116,New Orleans,115,90,0.433,32,0.844,50,46,0.239,17,10,17,24,97,0.433,33,0.636,46,31,0.323,14,12,6,18,10,12,0,1
2023-12-26,Minnesota,106,Oklahoma City,129,73,0.466,32,0.813,34,27,0.444,21,8,1,22,81,0.605,16,0.813,29,39,0.462,11,9,7,35,27,28,1,1
2023-12-26,Sacramento,113,Portland,130,93,0.484,16,0.813,40,42,0.238,10,5,7,25,98,0.5,20,0.8,46,40,0.4,7,5,5,28,3,4,1,1
2023-12-26,Utah,130,San Antonio,118,95,0.495,22,0.909,53,43,0.372,14,4,7,34,98,0.449,21,0.667,43,35,0.457,9,8,8,36,15,21,0,1
2023-12-26,Orlando,127,Washington,119,93,0.527,25,0.68,40,26,0.462,16,11,5,30,87,0.494,21,0.81,47,42,0.381,20,10,8,27,0,16,0,1
2023-12-27,Milwaukee,144,Brooklyn,122,89,0.584,23,0.739,41,51,0.451,10,6,8,41,101,0.446,29,0.862,47,32,0.219,9,7,2,29,7,11,0,1
2023-12-27,Cleveland,113,Dallas,110,92,0.435,23,0.696,57,43,0.395,16,7,4,33,88,0.443,26,0.846,37,37,0.27,10,12,7,21,17,9,0,1
2023-12-27,Phoenix,129,Houston,113,82,0.573,26,0.808,44,33,0.424,19,4,11,28,96,0.417,22,0.727,33,41,0.415,9,11,3,20,29,24,0,1
2023-12-27,New York,120,Oklahoma City,129,82,0.5,30,0.8,40,34,0.412,18,2,2,24,90,0.544,22,0.773,27,32,0.438,4,6,10,20,27,18,1,1
2023-12-27,Philadelphia,112,Orlando,92,96,0.469,17,0.706,48,28,0.357,10,10,8,14,79,0.392,24,0.875,43,33,0.273,16,5,11,17,16,26,0,1
2023-12-27,Toronto,132,Washington,102,91,0.571,19,0.684,53,38,0.395,17,12,5,43,90,0.467,15,0.667,34,33,0.242,16,11,3,25,0,14,0,1
2023-12-28,Detroit,122,Boston,128,101,0.475,19,0.632,57,43,0.326,18,7,4,27,99,0.485,25,0.84,43,39,0.282,12,10,4,25,20,13,1,1
2023-12-28,Indiana,120,Chicago,104,85,0.506,22,0.682,47,42,0.452,13,6,9,30,97,0.412,22,0.773,47,27,0.259,7,7,4,19,2,1,0,1
2023-12-28,Memphis,105,Denver,142,89,0.416,25,0.72,36,35,0.371,11,8,5,23,96,0.573,14,0.857,53,41,0.488,11,6,7,43,8,12,1,1
2023-12-28,Miami,114,Golden State,102,91,0.484,22,0.727,44,31,0.323,7,6,1,26,88,0.42,25,0.8,43,33,0.242,13,4,7,27,19,25,0,1
2023-12-28,Charlotte,112,LA Lakers,133,85,0.471,28,0.607,43,33,0.455,19,5,5,29,97,0.536,14,1.0,42,30,0.5,11,11,7,41,23,5,1,1
2023-12-28,Dallas,110,Minnesota,118,90,0.444,19,0.842,39,33,0.424,16,9,3,29,74,0.514,34,0.735,38,33,0.515,22,9,10,23,28,17,1,1
2023-12-28,Utah,105,New Orleans,112,85,0.424,25,0.84,42,39,0.308,18,5,3,27,82,0.549,15,0.8,35,27,0.37,14,10,7,27,10,21,1,1
2023-12-28,San Antonio,118,Portland,105,85,0.482,28,0.929,42,36,0.278,11,9,10,33,101,0.347,32,0.75,57,36,0.306,13,6,4,16,3,15,0,1
2023-12-29,Sacramento,117,Atlanta,110,89,0.517,15,0.533,38,45,0.378,12,9,3,35,94,0.394,25,0.84,51,43,0.349,15,9,4,29,22,4,0,1
2023-12-29,Toronto,118,Boston,120,95,0.463,20,0.65,38,44,0.386,4,10,6,29,88,0.489,20,0.85,52,39,0.436,16,3,6,29,20,14,1,1
2023-12-29,Milwaukee,119,Cleveland,111,80,0.513,28,0.893,43,29,0.414,17,5,6,26,103,0.476,9,0.778,37,43,0.14,8,11,7,28,9,11,0,1
2023-12-29,Oklahoma City,119,Denver,93,91,0.505,16,0.938,51,35,0.343,11,10,8,29,85,0.424,15,0.733,36,37,0.27,16,6,5,30,8,27,0,1
2023-12-29,Philadelphia,131,Houston,127,86,0.523,33,0.879,30,33,0.364,10,10,5,22,91,0.538,21,0.714,42,30,0.467,16,8,6,30,29,26,0,1
2023-12-29,Memphis,106,LA Clippers,117,87,0.437,20,0.85,33,40,0.325,12,10,4,29,87,0.494,25,0.8,54,39,0.282,17,3,6,28,6,12,1,1
2023-12-29,New York,108,Orlando,117,86,0.442,29,0.897,40,30,0.2,16,8,4,22,89,0.449,40,0.75,49,33,0.212,15,10,6,24,16,18,1,1
2023-12-29,Charlotte,119,Phoenix,133,92,0.478,8,1.0,26,46,0.5,6,5,3,32,74,0.622,24,0.958,39,30,0.6,14,3,11,34,24,5,1,1
2023-12-29,San Antonio,128,Portland,134,94,0.511,25,0.72,42,33,0.424,14,9,3,31,95,0.505,27,0.815,43,27,0.593,14,8,6,28,3,15,1,1
2023-12-29,Brooklyn,104,Washington,110,91,0.429,27,0.63,54,28,0.321,10,5,4,24,91,0.505,7,0.429,43,38,0.395,6,5,5,28,0,7,1,1
2023-12-30,Philadelphia,92,Chicago,105,92,0.391,15,0.733,36,38,0.237,7,12,5,24,79,0.506,30,0.6,53,25,0.28,16,5,5,21,2,26,1,1
2023-12-30,Toronto,127,Detroit,129,91,0.505,28,0.821,33,24,0.5,7,9,5,26,82,0.5,40,0.875,41,28,0.429,11,4,4,29,13,14,1,1
2023-12-30,Dallas,132,Golden State,122,88,0.557,22,0.818,43,40,0.4,9,5,2,25,103,0.456,13,0.692,47,48,0.396,10,8,3,32,19,17,0,1
2023-12-30,New York,126,Indiana,140,95,0.474,27,0.704,42,37,0.459,13,12,2,24,85,0.588,21,0.81,34,43,0.535,16,6,7,40,1,18,1,1
2023-12-30,LA Lakers,106,Minnesota,108,88,0.42,32,0.781,39,24,0.292,10,12,4,23,76,0.5,24,0.833,45,34,0.353,19,8,8,24,28,23,1,1
2023-12-30,Miami,109,Utah,117,78,0.436,40,0.8,46,31,0.29,16,8,8,20,93,0.462,28,0.714,43,41,0.268,10,8,6,29,21,25,1,1
2023-12-31,Sacramento,123,Memphis,92,92,0.511,17,0.765,59,33,0.485,12,2,4,28,82,0.366,28,0.714,34,40,0.3,8,4,1,20,12,4,0,1
2023-12-31,LA Lakers,109,New Orleans,129,82,0.476,25,0.84,35,32,0.313,13,8,10,26,87,0.517,27,0.815,47,34,0.5,11,9,6,33,10,23,1,1
2023-12-31,Brooklyn,108,Oklahoma City,124,100,0.38,31,0.645,47,46,0.261,6,9,2,26,83,0.542,20,0.8,46,33,0.545,13,1,6,31,27,7,1,1
2023-12-31,Orlando,107,Phoenix,112,90,0.467,12,0.917,45,37,0.324,15,2,4,22,88,0.5,19,0.842,35,27,0.296,6,11,4,21,24,16,1,1
2023-12-31,Boston,134,San Antonio,101,95,0.537,22,0.773,57,42,0.357,10,6,7,29,94,0.426,12,0.75,39,45,0.267,12,6,1,28,15,20,0,1
2023-12-31,Atlanta,130,Washington,126,95,0.495,37,0.649,58,32,0.375,12,5,3,27,98,0.469,21,0.81,42,53,0.321,9,5,9,35,0,22,0,1
2024-01-01,Charlotte,93,Denver,111,86,0.419,16,0.688,45,26,0.385,12,4,5,24,83,0.494,18,0.778,44,38,0.395,10,9,9,27,8,5,1,2
2024-01-01,Detroit,113,Houston,136,83,0.482,27,0.741,37,29,0.448,17,3,4,27,91,0.56,24,0.792,39,35,0.429,9,11,1,34,29,13,1,2
2024-01-01,Miami,104,LA Clippers,121,83,0.422,29,0.793,35,34,0.324,13,7,3,24,80,0.588,14,0.929,37,29,0.483,15,10,3,25,6,25,1,2
2024-01-01,Indiana,122,Milwaukee,113,97,0.443,38,0.816,52,35,0.143,7,7,5,23,93,0.441,26,0.808,46,40,0.25,11,4,8,27,11,1,0,2
2024-01-01,Minnesota,106,New York,112,76,0.474,29,0.793,34,28,0.393,13,6,4,19,89,0.438,28,0.786,49,34,0.353,13,7,4,23,18,28,1,2
2024-01-01,Portland,88,Phoenix,109,80,0.413,19,0.737,36,30,0.267,18,6,10,21,80,0.475,33,0.667,47,29,0.379,16,10,5,24,24,3,1,2
2024-01-01,Cleveland,121,Toronto,124,89,0.483,26,0.885,43,36,0.333,9,9,2,25,87,0.483,40,0.725,47,30,0.367,11,5,4,25,14,9,1,2
2024-01-01,Dallas,90,Utah,127,93,0.398,10,0.5,41,40,0.275,16,6,5,28,96,0.51,18,0.944,53,44,0.273,12,9,6,37,21,17,1,2
2024-01-02,Orlando,115,Golden State,121,92,0.446,23,0.826,41,36,0.389,17,8,4,19,78,0.538,37,0.649,36,35,0.371,12,9,6,23,19,16,1,2
2024-01-02,San Antonio,98,Memphis,106,85,0.424,23,0.696,40,31,0.323,14,6,8,21,80,0.463,25,0.8,46,38,0.316,15,5,8,24,12,15,1,2
2024-01-02,Brooklyn,85,New Orleans,112,98,0.357,8,0.5,43,43,0.256,12,7,4,26,88,0.466,18,0.778,53,39,0.41,16,10,9,23,10,7,1,2
2024-01-02,Boston,123,Oklahoma City,127,92,0.457,29,0.828,47,40,0.375,14,7,10,33,91,0.527,17,0.765,38,40,0.45,10,7,10,34,27,20,1,2
2024-01-02,Chicago,97,Philadelphia,110,96,0.385,23,0.696,51,37,0.189,18,9,7,17,80,0.475,30,0.733,43,30,0.4,17,9,6,28,26,2,1,2
2024-01-02,Charlotte,111,Sacramento,104,82,0.512,19,0.789,35,34,0.353,14,8,10,23,92,0.435,17,0.588,48,36,0.389,20,8,2,23,4,5,0,2
2024-01-03,Oklahoma City,138,Atlanta,141,91,0.549,26,0.769,37,36,0.5,13,10,1,30,95,0.505,33,0.939,49,39,0.359,11,8,5,30,22,27,1,2
2024-01-03,Washington,101,Cleveland,140,101,0.416,11,0.455,36,35,0.343,8,8,5,22,101,0.535,16,0.75,62,42,0.476,8,5,8,37,9,0,1,2
2024-01-03,Portland,97,Dallas,126,87,0.391,22,0.727,46,40,0.325,22,4,3,23,84,0.5,41,0.707,43,30,0.433,11,12,7,25,17,3,1,2
2024-01-03,Brooklyn,101,Houston,112,93,0.387,26,0.615,50,44,0.295,8,11,6,25,76,0.487,27,0.704,48,39,0.487,16,5,4,27,29,7,1,2
2024-01-03,Milwaukee,130,Indiana,142,92,0.5,32,0.75,42,37,0.378,13,6,4,30,90,0.556,34,0.824,44,35,0.4,10,7,5,34,1,11,1,2
2024-01-03,Miami,110,LA Lakers,96,93,0.441,17,0.706,39,42,0.381,8,14,3,30,83,0.422,24,0.917,50,30,0.133,21,3,6,29,23,25,0,2
2024-01-03,Toronto,116,Memphis,111,85,0.482,27,0.815,46,26,0.462,12,5,6,25,94,0.426,19,0.842,43,42,0.357,10,7,5,25,12,14,0,2
2024-01-03,New Orleans,117,Minnesota,106,81,0.556,17,0.882,41,26,0.462,12,7,5,30,82,0.451,27,0.815,28,31,0.323,11,7,6,26,28,10,0,2
2024-01-03,Chicago,100,New York,116,89,0.416,16,0.813,39,32,0.406,11,9,7,24,89,0.517,11,0.818,52,38,0.395,15,6,7,29,18,2,1,2
2024-01-03,LA Clippers,131,Phoenix,122,76,0.553,32,0.906,36,34,0.529,12,9,5,25,79,0.532,26,0.885,32,35,0.429,16,9,2,23,24,6,0,2
2024-01-03,Orlando,135,Sacramento,138,90,0.489,27,0.815,39,44,0.568,20,10,7,33,105,0.486,31,0.677,58,40,0.375,17,9,3,36,4,16,1,2
2024-01-03,Detroit,148,Utah,154,105,0.533,22,0.773,48,41,0.463,17,5,3,33,103,0.515,35,0.914,43,32,0.5,12,11,8,28,21,13,1,2
2024-01-04,Denver,130,Golden State,127,85,0.565,29,0.862,36,26,0.346,7,7,4,28,90,0.544,16,0.875,33,36,0.417,8,4,3,35,19,8,0,2
2024-01-04,Milwaukee,125,San Antonio,121,92,0.533,19,0.789,42,34,0.353,14,5,5,27,95,0.484,17,0.882,42,40,0.35,11,10,8,31,15,11,0,2
2024-01-05,Utah,97,Boston,126,94,0.362,34,0.676,57,34,0.176,18,11,2,23,90,0.433,36,0.861,56,49,0.347,12,9,8,24,20,21,1,2
2024-01-05,Oklahoma City,115,Brooklyn,124,84,0.536,24,0.667,36,31,0.29,13,8,5,29,91,0.451,33,0.848,51,39,0.359,15,9,3,25,7,27,1,2
2024-01-05,Charlotte,91,Chicago,104,89,0.404,12,0.75,42,34,0.294,11,7,1,20,74,0.541,17,0.824,41,28,0.357,14,7,6,29,2,5,1,2
2024-01-05,Washington,90,Cleveland,114,84,0.417,15,0.733,31,30,0.3,16,12,8,19,77,0.532,23,0.696,52,33,0.485,23,9,1,31,9,0,1,2
2024-01-05,Portland,103,Dallas,139,95,0.411,17,0.706,42,40,0.325,18,9,3,27,96,0.583,15,0.667,52,38,0.447,17,11,8,35,17,3,1,2
2024-01-05,Orlando,122,Denver,120,82,0.5,34,0.676,40,36,0.472,14,9,3,25,95,0.505,19,0.789,38,33,0.273,13,8,1,28,8,16,0,2
2024-01-05,Detroit,109,Golden State,113,98,0.449,10,0.8,40,44,0.295,11,8,9,25,82,0.463,25,0.84,45,38,0.421,16,3,5,24,19,13,1,2
2024-01-05,Minnesota,122,Houston,95,88,0.523,20,0.8,52,33,0.424,14,12,7,31,90,0.4,15,0.733,38,32,0.375,15,7,2,18,29,28,0,2
2024-01-05,Atlanta,116,Indiana,150,93,0.43,30,0.867,39,42,0.238,14,6,3,21,94,0.638,13,0.846,39,39,0.487,14,12,3,50,1,22,1,2
2024-01-05,Memphis,127,LA Lakers,113,82,0.537,20,0.8,44,45,0.511,17,8,4,33,85,0.494,27,0.704,35,28,0.357,13,13,3,26,23,12,0,2
2024-01-05,LA Clippers,111,New Orleans,95,82,0.488,20,0.8,50,36,0.417,14,6,7,28,92,0.359,23,0.739,43,29,0.414,9,9,5,22,10,6,0,2
2024-01-05,New York,128,Philadelphia,92,89,0.483,25,0.96,49,41,0.439,11,7,7,27,81,0.407,27,0.741,38,23,0.261,14,8,9,22,26,18,0,2
2024-01-05,Miami,97,Phoenix,113,83,0.41,22,0.864,44,37,0.27,15,5,2,26,87,0.506,17,0.647,44,35,0.4,9,13,5,30,24,25,1,2
2024-01-05,Toronto,130,Sacramento,135,87,0.54,27,0.852,37,37,0.351,14,5,10,31,100,0.52,15,0.667,42,38,0.553,14,4,1,35,4,14,1,2
2024-01-06,Milwaukee,108,Houston,112,76,0.461,42,0.69,41,34,0.265,11,7,4,20,83,0.434,32,0.844,46,34,0.382,10,7,2,22,29,11,1,2
2024-01-06,Boston,118,Indiana,101,90,0.511,19,0.526,56,41,0.39,17,6,6,26,92,0.413,22,0.773,38,42,0.19,9,12,2,23,1,20,0,2
